,city,city_lat,city_long
584,Erechim,-27.635014299999998,-52.273728799999994
585,Lidice,50.1435834,14.190522400000004
586,Barra do Corda,-5.496823,-45.248496
587,Maracanau,-3.8779437999999993,-38.6247697
588,Nova Lima,-19.9854089,-43.8470691
589,Nova Odessa,-22.78135445,-47.2785626949566
590,Novo Hamburgo,-29.690570500000003,-51.142903499999996
591,Primavera,-2.3370048,-79.4016386
592,Vargem Grande Paulista,-23.6245472,-47.0229536002509
593,Barra Bonita,-22.47657125,-48.557060625
594,Vicosa,-20.7538586,-42.881588799999996
595,Sarzedo,-20.0353,-44.1453
596,Alfredo Chaves,-20.6249704,-40.7500669014799
597,Lagoa Seca,-7.148297,-35.8551719460357
598,Itaqui,-29.131051,-56.551478
599,Cruzeiro,-4.3188405,-38.89140220000001
600,Nova Serrana,-19.875834,-44.984165999999995
601,Ubatuba,-23.433162,-45.083415
602,Igarape,-20.068772600000006,-44.3016306
603,Itapiranga,-27.171997700000002,-53.711873399999995
604,Ipora,-24.003947399999998,-53.7100595
605,Paramirim,-13.443721799999999,-42.241976799999996
606,Granja,-3.1212057,-40.8284124
607,Macaubas,-13.0174846,-42.688222100000004
608,Brumadinho,-20.143611,-44.2
609,Paripueira,-9.463133000000001,-35.551977
610,Paratinga,-12.692459,-43.1805318
611,Parapeuna,-22.102868,-43.828812
612,Caldas Novas,-17.745,-48.625
613,Três Corações,-21.695625,-45.2543675
614,Salto,20.53910005,-103.240377528528
615,Cabo Verde,16.0000552,-24.0083947
616,Tibau do Sul,-6.1872964999999995,-35.0905246
617,Castanhal,-1.2927031,-47.922390299999996
618,São Bento do Sul,-26.2483669,-49.3820672
619,Ponte Serrada,-26.8708566,-52.016408899999995
620,Itarema,-2.9225201000000003,-39.9130437
621,Aperibe,-21.62119280000001,-42.1028167
622,Tupa,48.1089076,18.8914594
623,Osvaldo Cruz,-22.8705266,-43.350194
624,Joao Monlevade,-19.809444,-43.173334000000004
625,Eldorado,30.860159000000003,-100.6008566
626,Medeiros Neto,-17.3714581,-40.2224736
627,Grao Mogol,-21.5781582,-44.6789923
628,Juatuba,-19.954689300000002,-44.3405188
629,Pindai,-14.4911899,-42.6864686
630,Paraty,-23.22211230000001,-44.7174701
631,Monte Mor,-22.95131195,-47.30290603286161
632,Sobradinho,-29.4131826,-53.0256794
633,Queimados,-22.7156978,-43.555754
634,Surubim,-7.8424353,-35.7539722
635,Ipua,-20.4441839,-48.012504
636,Nepomuceno,-21.232242000000006,-45.2347848
637,Agua Boa,-14.052296799999999,-52.1617625
638,Itamarandiba,-17.8575,-42.859722
639,Porteirinha,-15.742088899999999,-43.0286046
640,Bayeux,49.2764624,-0.7024738
641,Los Angeles,34.0536834,-118.24276689999999
642,Sumidouro,-22.0498059,-42.67426010000001
643,Rio das Ostras,-22.5269448,-41.944972
644,Muriaé,-21.130556,-42.366389
645,Lorena,48.71557405,6.14246019610069
646,Bombinhas,-27.1519159,-48.4875691
647,Itabirito,-20.2519724,-43.8029171
648,Marabá,-5.3462821,-49.1007401
649,Simao Dias,-10.7389663,-37.8092502
650,Cataguases,-21.387426,-42.695721899999995
651,Sao Jose do Egito,-7.469447,-37.273974
652,Barao de Cocais,-19.946111,-43.486944
653,Guarapari,-20.6718755,-40.4984617
654,Pederneiras,-22.351086,-48.778113
655,Mari,16.3700359,-2.2900238999999996
656,Mineiros do Tiete,-22.47,-48.43645
657,Santa Cruz do Capibaribe,-7.948019,-36.206092
658,Palo Alto,37.4455862,-122.1619289
659,Rio Grande da Serra,-23.7385,-46.38702941176471
660,Guapimirim,-22.526630800000003,-42.979068700000006
661,Valente,-11.4127335,-39.4627304
662,Dom Pedrito,-30.983755,-54.6746483
663,Pacatuba,-3.9841,-38.618038299999995
664,Minacu,-13.5336413,-48.2184889
665,Itapage,-3.667868,-39.591681
666,Americana,-22.7392463,-47.3306032
667,Itape,-14.8970856,-39.4246637
668,Carinhanha,-14.298523999999999,-43.772349
669,Caratinga,-19.7900887,-42.14053300000001
670,Aguiar,-7.092840400000001,-38.1727215
671,Barbalha,-7.3066368000000015,-39.3013808
672,Munhoz,-22.613056,-46.360556
673,Sao Pedro da Aldeia,-22.8384835,-42.1031604
674,Lagoa Santa,-19.635737600000002,-43.896613200000004
675,Paraiso do Tocantins,-10.1752474,-48.88675900000001
676,Parambu,-6.2123856,-40.6954982
677,Jaraguá do Sul,-26.489743199999996,-49.0778063
678,Mirandopolis,-21.1328313,-51.1029422
679,Pirajui,-21.995787699999997,-49.4549675
680,Guaimbe,-21.909072000000002,-49.89861
681,Lages,-27.8165664,-50.32588300000001
682,Dores do Turvo,-20.975278,-43.188889
683,Ibiuna,-23.6548363,-47.221011600000004
684,Camocim,-2.9009918,-40.84273889999999
685,Cerquilho,-23.1626556,-47.743387799999994
686,Cerro Azul,21.17865905,-97.7561168203829
687,Guiricema,-21.016545699999998,-42.6961825375
688,Alto Bela Vista,-6.5122944,-38.4160888
689,Currais Novos,-6.2626676,-36.5173039
690,Taquara,-29.6465318,-50.7805672
691,Saude,-22.8971835,-43.1841545
692,Macaparana,-7.54122565,-35.4491024779279
693,Olho d'Agua,-7.2530087,-37.7483304684783
694,Soledade,-28.8272467,-52.5109157
695,Moncao,42.078702299999996,-8.4813901
696,Nova Londrina,-22.763362100000002,-52.98759079999999
697,Sertaozinho,-21.1375782,-47.9913741
698,Bela Cruz,-3.0529129,-40.167582
699,Indaial,-26.900011,-49.2370602
700,Collierville,35.042035999999996,-89.66452659999999
701,Sao Jose do Rio Preto,-20.812585100000003,-49.38042120000001
702,Freitas,41.267571200000006,-7.8962740999999985
703,Bom Jesus,-9.0711644,-44.3583926
704,Arapongas,-23.415295999999998,-51.42592
705,Tailandia,14.8971921,100.83273
706,Cruz Alta,-28.645163300000004,-53.6057549
707,Gaspar,-26.930730600000004,-48.9566824
708,Planura,-20.1368583,-48.70668189999999
709,Rio Grande,29.74434,-102.67466999999999
710,Ibitinga,-21.75623,-48.831903000000004
711,Guariba,-21.359379999999998,-48.23158
712,Querencia do Norte,-23.083758,-53.483022
713,Conceicao do Mato Dentro,-19.037222,-43.42527800000001
714,Colatina,-19.5478601,-40.6263701
715,Jequié,-13.8604033,-40.0719627
716,Cruz das Almas,-12.6722649,-39.105366499999995
717,Atalanta,-27.421915999999996,-49.778863
718,Sao Joao Batista,-27.277547,-48.8496101
719,Banabuiu,-5.3046404,-38.919765999999996
720,Uruana,-15.4998907,-49.6870172
721,Sao Miguel dos Campos,-9.7831115,-36.0967804
722,Marituba,-1.3595306,-48.336150399999994
723,Leme,49.838333299999995,3.7647222
724,Iguatemi,-23.673555,-54.563731000000004
725,Caarapo,-22.634926699999998,-54.824090299999995
726,Santo Antonio,-6.3124831,-35.4815907
727,Maracaju,-21.6103956,-55.166407400000004
728,Rio Brilhante,-21.931171399999997,-54.17794179999999
729,Amambai,-23.108272,-55.228488899999995
730,Rondonópolis,-16.4603533,-54.63970989999999
731,Navirai,-23.063041899999998,-54.19811230000001
732,Vinhedo,-23.029518300000003,-46.9756292
733,Vila Pereira,-17.90498075,-40.6646812768696
734,Sao Joao do Paraiso,-15.6526133,-39.47210850795121
735,Cristalina,-16.7676079,-47.613128100000004
736,Santana do Acarau,-3.4596492,-40.20909870000001
737,Mexico City,19.4326009,-99.1333416
738,Lencois Paulista,-22.6029897,-48.8031367
739,Harrisburg,40.26631070000001,-76.8861122
740,Agrestina,-8.4558021,-35.94426629999999
741,Estreito,-6.5583016,-47.4432212
742,Angra dos Reis,-23.006396600000002,-44.316326000000004
743,Cedro,-6.6065382,-39.0599487
744,Alto Rio Novo,-19.03990545,-41.0228451316256
745,Formosa,23.59829785,120.835363138175
746,Irece,-11.303317,-41.853462
747,Rolandia,-23.31199010000001,-51.3674145
748,Pirapora,-17.3493765,-44.950790399999995
749,Barracao,-26.252395,-53.6349576
750,Luziania,-16.2535456,-47.9500276
751,Montezuma,37.34765460000001,-108.62608490000001
752,Tapurah,-12.742385,-56.512037
753,Passos,-20.719162,-46.609450700000004
754,Mortugaba,-15.0232826,-42.36954229999999
755,Seabra,-12.417207099999999,-41.772051
756,Olho d'Agua das Flores,-9.5318374,-37.29390520000001
757,Tiete,-23.1030302,-47.7147937
758,Santana do Ipanema,-9.369989,-37.248018
759,Carmopolis,-10.64835,-36.98493
760,Afonso Claudio,-20.077841,-41.126059999999995
761,Jaú,-22.293585,-48.559193
762,Bertioga,-23.848568,-46.139586
763,Riacho Fundo,-7.694834399999999,-36.8728275
764,Presidente Venceslau,-21.7905,-51.82415384615379
765,Salgueiro,-8.073734,-39.12469
766,Senador Canedo,-16.701323300000002,-49.0914921
767,Guaíba,-30.1097392,-51.315379
768,Cassia,-20.579652499999998,-46.9262786
769,Itubera,-13.7360764,-39.148105799999996
770,Louveira,-23.086389999999998,-46.950559999999996
771,Caceres,39.4745175,-6.3716761
772,Campo Bom,-29.674694,-51.060601
773,Padre Marcos,-7.353889,-40.9073555
774,Santo Antonio de Jesus,-12.968936099999999,-39.260914
775,Novo Recreio,-2.6881472,-57.6802333
776,Urupes,-21.202702600000002,-49.292199600000004
777,Santo Antonio da Platina,-23.295715700000002,-50.077895700000006
778,Ibira,-21.083032,-49.244833
779,Lagoinha,-23.0898337,-45.1903825
780,Marau,-28.449346600000002,-52.2001941
781,Itajuipe,-14.6744381,-39.3759427
782,Joao Camara,-5.5349637000000005,-35.8150811
783,Sao Joao da Boa Vista,-21.9778137,-46.7881722
784,Cruzeta,-6.4113343,-36.787296399999995
785,Carmo do Rio Claro,-20.972223,-46.118611
786,Adamantina,-21.6866517,-51.076297499999995
787,Jerumenha,-7.0880338000000025,-43.507845399999994
788,Santa Ines,-13.289769699999999,-39.8179701
789,Alvares Machado,-22.0652385,-51.4676888978261
790,Parnaiba,-2.9147515,-41.7661953
791,Sao Salvador,13.698993900000001,-89.1914249
792,Silvania,4.43196765,-74.3686920519907
793,Pindamonhangaba,-22.934016500000002,-45.462938
794,Nova Vicosa,-17.8907712,-39.3725471
795,Sao Manuel,-22.697357999999998,-48.5110721
796,Mandaguacu,-23.3485076,-52.09662150000001
797,Alexandria,31.199004,29.894378000000003
798,Sao Raimundo Nonato,-9.0150522,-42.6886909
799,Lajeado,-29.4671522,-51.962404600000006
800,Arapoti,-24.145894100000003,-49.8228117
801,San Francisco,37.76479929999999,-122.46298970000001
802,Rafael Fernandes,-6.1892485,-38.22386470000001
803,Sao Jose do Norte,-32.00079635,-51.9909187343937
804,Laguna,14.1696476,121.33365259999998
805,Caetite,-14.069177599999998,-42.485242799999995
806,Trindade,41.4005802,-7.0712404000000015
807,Pedra Azul,-16.005556,-41.28
808,Dumont,40.9406541,-73.9968051
809,Pompeu,-19.218611,-45.002778
810,Prudente de Morais,-19.4825,-44.155556
811,Mucambo,-3.904328500000001,-40.745442499999996
812,Cachoeira,-12.598603599999999,-38.9670146
813,Wanderley,-12.120898599999999,-43.8905685
814,Santo Antonio da Patrulha,-29.826767999999998,-50.51748900000001
815,Itapemirim,-21.0105534,-40.8351239
816,Itarantim,-15.652091699999998,-40.059906700000006
817,Pedro de Toledo,-24.177087300000004,-47.1636560225
818,Itanhaem,-24.184884699999998,-46.79215720000001
819,Piratini,-31.448451000000002,-53.1039931
820,Caninde,-4.3547946,-39.3108516
821,Bom Jesus da Lapa,-13.250570999999999,-43.410754
822,Horizonte,-4.096461799999998,-38.49655739999999
823,North Las Vegas,36.2008371,-115.11209579999999
824,Nova Cruz,-6.482111,-35.4332326
825,Igarassu,-7.835442299999999,-34.9061125
826,Barra do Jacare,-23.1151788,-50.1813945
827,Mendes,30.956251799999997,31.517088899999997
828,Grajau,-5.815403400000001,-46.1361454
829,Passo Fundo,-28.26161380000001,-52.408904799999995
830,Sorriso,-12.544488699999999,-55.72339720000001
831,Lagarto,-10.9141791,-37.6715308
832,Sao Francisco do Sul,-26.2495087,-48.6308087
833,Custodia,-8.086142599999999,-37.640187299999994
834,Flores,17.16434955,-89.52368858750891
835,Tangua,1.0955415000000002,-77.3931457
836,Conceicao do Rio Verde,-21.881078,-45.0868526
837,Alterosa,-21.249166,-46.143055
838,Quixada,-4.970602099999999,-39.0158403
839,Santa Rita do Passa Quatro,-21.6785,-47.5198208333333
840,Barrolandia,-9.837246,-48.72643460000001
841,Coxim,-18.504915,-54.74502510000001
842,Ponte Nova,-20.4164353,-42.90878
843,Santo Antonio do Grama,-20.314444,-42.608610999999996
844,Rio Piracicaba,-19.495766399999997,-42.5284407
845,Jequeri,-20.453056,-42.666111
846,Vilhena,-12.7368536,-60.14655550000001
847,Bento Gonçalves,-29.1655021,-51.519757299999995
848,Caçador,-26.77567,-51.01200410000001
849,Brejo Santo,-7.4909841,-38.9859152
850,Nova Palma,-29.43185185,-53.460064466393604
851,Nanuque,-17.839111300000006,-40.3537221
852,Bom Jesus do Galho,-19.8286861,-42.31691420000001
853,Esteio,-29.851162699999996,-51.1778852
854,São Mateus,-18.7157663,-39.8492211
855,Ivaipora,-24.243351699999998,-51.6719268
856,Santa Barbara,15.0944971,-88.3723217829678
857,Cherepovets,59.128696,37.916389
858,Buriti Alegre,-18.1377879,-49.0404411
859,Itapagipe,-19.9033884,-49.3666934
860,Gurupi,-11.72794,-49.068046
861,Terra Roxa,-20.774,-48.34446845884111
862,Barro,-17.056869600000002,-64.9912286
863,Canto do Buriti,-8.1112473,-42.944844
864,Redencao do Gurgueia,-9.491046699999998,-44.584725899999995
865,Maputo,-25.966213,32.56745
866,Brejinho,-7.334257000000001,-37.3111600242395
867,Virginia,37.1232245,-78.4927721
868,Santo Estevao,-12.4340621,-39.2556115
869,Flores da Cunha,-29.030129,-51.1833349
870,Sao Jose de Mipibu,-6.0746867,-35.23701840000001
871,Oros,64.6863136,97.7453061
872,Cachoeira Paulista,-26.7927162,-49.5319984
873,Cabedelo,-6.97324,-34.8351609
874,Uniao da Vitoria,-26.22837460000001,-51.0674424
875,Porto Uniao,-26.2415136,-51.08135479999999
876,Baixa Grande,-11.9630941,-40.1657537
877,Itapetinga,-15.2454478,-40.24600529999999
878,Rodelas,-8.8485589,-38.766393900000004
879,Paraopeba,-19.2756738,-44.403324100000006
880,Hidrolandia,-11.26533395,-42.1440797906723
881,Apuarema,-13.8517897,-39.7457126
882,Monteiro,-7.892017900000001,-37.12320510000001
883,Paicandu,-23.4575884,-52.048988
884,Conchal,-22.337512,-47.172927
885,Itacuruba,-8.7283861,-38.6867735
886,Sao Fidelis,-21.648210100000004,-41.7480548
887,Itaitinga,-3.965768,-38.529763
888,Goias,-15.932366199999999,-50.13929279999999
889,Capao Bonito,-29.0499046,-53.300072243108794
890,Sousa,-6.7662029000000015,-38.2319607
891,Teixeira,-7.221036,-37.252477
892,Ouricuri,-7.884432,-40.083322100000004
893,Avare,-23.1045215,-48.92591029999999
894,Marcos Parente,-7.1216428,-43.8892251
895,Nova Itarana,-13.0280762,-40.0678848
896,Pauliceia,-21.3143775,-51.83353029999999
897,Paracatu,-17.217405600000006,-46.870751399999996
898,Senhora de Oliveira,-20.793889,-43.344165999999994
899,Criciúma,-28.6789941,-49.3695627
900,Piraquara,-25.4428095,-49.0597917
901,Morada Nova,-5.1076699,-38.3727852
902,Lagoa dos Gatos,-8.67855195,-35.8607745188332
903,Dores do Indaia,-19.4636451,-45.601659999999995
904,Regente Feijo,-22.198935199999998,-51.299436411111095
905,Taquaritinga do Norte,-7.872156200000001,-36.178802921243296
906,Pitangueiras,-22.8171281,-43.17995420000001
907,Serrinha,-11.66199,-39.0034021
908,Rio Negrinho,-26.1717112,-49.4269557
909,Nova Veneza,-22.8281645,-47.191571254851596
910,Iguaba Grande,-22.838849800000002,-42.22867460000001
911,Trairi,-3.2742763,-39.2651119
912,Chorozinho,-4.3010895,-38.4976923
913,Cachoeira do Sul,-30.0480752,-52.89014690000001
914,Itabaianinha,-11.276014199999999,-37.78666
915,Gramado,-29.3787488,-50.8724941
916,Auriflama,-20.6840418,-50.5554616
917,Queimadas,-7.364040400000001,-35.90166439999999
918,Palmares,-8.684225999999999,-35.589032
919,Pontes e Lacerda,-15.232594699999998,-59.33359220000001
920,Tupaciguara,-18.5932122,-48.699901399999995
921,Itumbiara,-18.4135862,-49.2172596
922,Corumbá,-19.0016365,-57.6534316
923,Pontal,-21.023971399999997,-48.03934570000001
924,Piracanjuba,-17.3020379,-49.0170101
925,Espumoso,-28.7256962,-52.84537510000001
926,Bom Sucesso,40.2667164,-8.7808292
927,Assis,-22.6620892,-50.420623
928,Mutum,-19.817223000000002,-41.438333
929,Sao Caetano,40.3815606,-8.679195
930,Santa Isabel do Para,-1.2784923000000001,-48.1606849567625
931,Mairinque,-23.5401247,-47.1846323
932,Mutuipe,-13.228229800000001,-39.5060149
933,Santa Barbara d'Oeste,-22.755251100000002,-47.4144958
934,Garcias,-20.17370445,-52.4028469136825
935,Salto do Itarare,-23.6038767,-49.626581
936,Castro Alves,-12.7616941,-39.4281088
937,Pontes Gestal,-20.178910000000002,-49.741571215476206
938,Biritiba Mirim,-23.5697765,-46.0407456
939,Timbo,-26.828273699999997,-49.270641
940,Rio Bananal,-16.114575199999994,-42.1725566
941,Jaguariuna,-22.70374,-46.985062
942,Coimbra,40.2109801,-8.429205699999999
943,Aracoiaba,-4.370257700000002,-38.808431299999995
944,Chapadao,-4.1106083,-47.22379829999999
945,Varzelandia,-15.701667,-44.027223
946,Arataca,-15.2617424,-39.4122943
947,Aracoiaba da Serra,-23.54235855,-47.6491647818807
948,Iati,-9.0426669,-36.846680299999996
949,Bacabal,-4.2318132,-44.781166999999996
950,Cajuru,-21.2759978,-47.3046035
951,Euclides da Cunha,-10.5060835,-39.0129875
952,Conselheiro Pena,-19.1720883,-41.471995
953,Sao Goncalo do Amarante,-3.6110555,-38.966324900000004
954,Acegua,-31.8695131,-54.1615593
955,Monte Alto,43.926443,7.6053958
956,Cacoal,-11.4333,-61.4420502
957,Newark,40.735657,-74.1723667
958,Ituacu,-13.815529000000002,-41.2981722
959,Portao,-29.6932554,-51.23318370000001
960,Ribeirao,-8.5066761,-35.37473389999999
961,Piraju,-23.1897822,-49.384049299999994
962,Nisia Floresta,-6.05336825,-35.1714107685548
963,Leopoldina,-21.5314282,-42.640353399999995
964,Imbau,-24.447597000000002,-50.7557188
965,Carmo do Paranaiba,-18.9992327,-46.306915999999994
966,Montanha,-18.1256742,-40.366795
967,Parai,-28.5966772,-51.7851426
968,Sao Jose de Ribamar,-2.5609115,-44.0559509
969,Jaguaquara,-13.529497400000002,-39.9693081
970,São Lourenço,-22.116389,-45.054167
971,Boa Vista,2.8208478,-60.67195820000001
972,Abaetetuba,-1.721828,-48.878842999999996
973,Dallas,32.7762719,-96.7968559
974,Bacabeira,-2.9775747000000004,-44.315594299999994
975,Barauna,-5.0775002,-37.61752
976,Manhuacu,-20.2574434,-42.034076899999995
977,Nazare,-13.0345586,-39.00625150000001
978,Anama,-3.5797356,-61.404999600000004
979,Rodeiro,42.6490377,-7.9481672
980,Ubajara,-3.8534468,-40.91856420000001
981,Mar de Espanha,-21.866945,-43.01
982,Maravilha,-26.762389799999998,-53.1747387
983,Centenario do Sul,-22.821497,-51.5951456
984,Jacarezinho,-23.159115,-49.973889
985,Salinas da Margarida,-12.8733508,-38.7593794
986,Ribeirao Pires,-23.7110754,-46.414406
987,Cerqueira Cesar,-23.081,-49.154989655172386
988,Icaraima,-23.3948345,-53.6162036
989,Tres Pontas,-21.3705706,-45.5121255
990,Valenca,44.9332277,4.8920810999999995
991,Alegres,-18.9700126,-49.182201899999995
992,Caapiranga,-3.3188883999999996,-61.2096404
993,Acarau,-2.887689,-40.118306
994,Aracu,-16.3561579,-49.681526899999994
995,Castilho,-20.869563600000006,-51.4877792
996,Campo Maior,-4.8339574,-42.17397860000001
997,Piripiri,-4.273233900000001,-41.7785173
998,Boa Esperanca,-21.0901253,-45.5660195
999,Sao Goncalo do Sapucai,-21.90562715,-45.6107014410714
1000,Itatiaia,-11.4244205,-39.8859208
1001,Florania,-6.1268685,-36.818323799999995
1002,Pirassununga,-21.9980468,-47.4280861
1003,Guabiraba,-6.23104,-44.3725937
1004,Guarapuava,-25.3950986,-51.4622016
1005,Gilbues,-9.8295491,-45.3389933
1006,Capao do Leao,-31.779271,-52.4589246219927
1007,Toledo,41.678675399999996,-83.51272829999998
1008,Governador Celso Ramos,-27.317161,-48.557608
1009,Guaramirim,-26.468753000000003,-49.002628
1010,Campo Alegre,18.40963675,-66.77988566186279
1011,Fonseca,10.84200945,-72.7820258353363
1012,Lapa,-25.76709,-49.716777
1013,Terra Rica,-22.7264874,-52.6202541
1014,Curiuva,-24.0383013,-50.45548400000001
1015,Cravinhos,-21.340278,-47.729444
1016,Araci,-11.3356065,-38.9573261
1017,Santa Rosa,14.15968985,-90.3215051041745
1018,Santana do Matos,-5.9468972,-36.65025410000001
1019,Guarabira,-6.851386,-35.4916537
1020,Itapora,-22.079914199999997,-54.78742389999999
1021,Sao Jose de Piranhas,-7.1198508,-38.4991347
1022,Tartarugalzinho,1.506,-50.9119997
1023,Ibia,-19.4771843,-46.538695600000004
1024,Esmeraldas,0.8066385,-79.63597111054959
1025,Ilha Solteira,-20.483,-51.327975
1026,Botuvera,-27.200749,-49.068892
1027,Canarana,-11.6870151,-41.7683675
1028,Santa Luzia do Norte,-9.6037,-35.823196
1029,Santo Ângelo,-28.3000481,-54.26699710000001
1030,Quatro Barras,-25.370898699999998,-49.074567200000004
1031,Sete Barras,-24.295,-47.94251315789471
1032,Itapuranga,-15.560588899999999,-49.9489571
1033,Sapeacu,-12.7294438,-39.186226299999994
1034,Porto Feliz,-23.237940899999998,-47.5227622333333
1035,Santo Inacio,-28.53803,-50.158549112434905
1036,Urucuca,-14.5913092,-39.2862094
1037,Jatai,-17.8783829,-51.7204241
1038,Areia,-6.9680243000000015,-35.6994783
1039,Serra Negra,-22.61222,-46.700559999999996
1040,Martins,-6.0892840999999995,-37.9114676
1041,Oeiras do Para,-2.38616,-49.92644832784021
1042,Carlos Barbosa,-29.298087199999998,-51.5004445
1043,Tubarao,-28.471488,-49.014132000000004
1044,Arcoverde,-8.415192,-37.057748
1045,Bom Jardim,-30.5812895,-53.3209391967114
1046,Maracaja,-28.8628566,-49.449388
1047,Carazinho,-28.298163399999996,-52.7942363
1048,Telemaco Borba,-24.3282939,-50.6318021
1049,Lauro de Freitas,-12.89242,-38.3127691
1050,Barreiras,-12.1440031,-44.9967406
1051,Castelo,-20.603447600000006,-41.2033505
1052,Durande,-20.203611,-41.798055
1053,Japeri,-22.6427642,-43.6533831
1054,Tracuateua,-1.0765338,-46.90308220000001
1055,Farroupilha,-29.224859499999997,-51.340510200000004
1056,Umuarama,-23.7617057,-53.30798950000001
1057,Saquarema,-22.9257974,-42.507633
1058,Itaruma,-18.764552899999998,-51.348516
1059,Alto Araguaia,-17.315652800000002,-53.216936499999996
1060,Sao Domingos do Maranhao,-5.579974299999999,-44.3841617
1061,Ilopolis,-28.92825,-52.125816
1062,Erval d'Oeste,-25.686874,-53.03557900000001
1063,Ouro Fino,-22.283056,-46.369167
1064,Nova,45.5893041,9.2004194
1065,Sao Sebastiao do Passe,-12.5177926,-38.4921566
1066,Itambacuri,-18.0391974,-41.6751876
1067,Sao Felipe,-12.8413439,-39.09420479999999
1068,Rio da Conceicao,-11.4277513,-46.92301679999999
1069,Conceição do Araguaia,-8.2696905,-49.2676864
1070,Lake Orion,42.7844752,-83.23966120000001
1071,Cruzeiro do Sul,-7.630795599999999,-72.67038690000003
1072,Catanduva,-21.1331035,-48.97128170000001
1073,Botafogo,-22.94884465,-43.179829096253
1074,Lagoa Vermelha,-28.209437800000003,-51.5270315
1075,Uniao,-4.5892553,-42.8593348
1076,Dhaka,23.7593572,90.3788136
1077,Morro do Chapeu,-11.5500293,-41.157024799999995
1078,Faxinal,-24.001065,-51.32232370000001
1079,Barroquinha,-3.0215478,-41.1340624
1080,Abaete,43.8157529,11.001447800000001
1081,Quirinopolis,-18.4471859,-50.4546981
1082,Trizidela do Vale,-4.5867213,-44.6071472
1083,Montenegro,42.7728491,19.2408586
1084,Tucurui,-3.7740062999999995,-49.670516
1085,Buerarema,-14.9571177,-39.3008035
1086,Barra do Choca,-14.863817300000001,-40.5761637
1087,Tamoios,-22.723288,-42.02985
1088,Antonio Dias,-19.6525,-42.872778000000004
1089,Paraibuna,-23.387213,-45.663942999999996
1090,Siqueira Campos,-23.687481,-49.830416
1091,Martinopolis,-22.146152999999998,-51.170949
1092,Igarape Miri,-1.975326,-48.957453
1093,Coromandel,-18.473889,-47.200278000000004
1094,Taquarivai,-23.9257829,-48.7005328
1095,Touros,-5.1998625,-35.4595051
1096,Deodapolis,-22.276272,-54.168163
1097,Jardim,-21.479941,-56.148902
1098,Aroeiras,-7.546290400000001,-35.7080002
1099,Orobo,-7.74562,-35.6019195
1100,Piranhas,-9.610828,-37.761303999999996
1101,Barrinha,-21.1898849,-48.15506420000001
1102,Votuporanga,-20.425250600000002,-49.97226
1103,Populina,-19.9427771,-50.5372875
1104,Cardoso,-20.080447,-49.913976700000006
1105,Morrinhos,-17.7333689,-49.105908
1106,Jaguaruana,-4.831508,-37.780997
1107,Pedra Preta,-5.5223097,-36.08508982728571
1108,Sao Carlos,-22.0183367,-47.890932
1109,Coronel Vivida,-25.980377100000002,-52.5654277
1110,Formiga,-20.4648425,-45.4266753
1111,Curral de Dentro,-15.933265599999999,-41.8568896
1112,Itatiaiucu,-20.1975724,-44.4224889
1113,Icara,-28.7116553,-49.2971441
1114,Catole do Rocha,-6.340625,-37.746967
1115,Repartimento,-5.1227679,-57.9614059336704
1116,Itatinga,-23.1042417,-48.613487400000004
1117,Pires do Rio,-17.3006277,-48.2793037
1118,Lagoa da Prata,-20.022778,-45.544046200000004
1119,Unai,-16.362876699999994,-46.892413
1120,Patu,-6.100621299999999,-37.638514799999996
1121,Conde,46.8791315,1.9862668999999997
1122,Sao Lourenco da Serra,-23.8570795,-46.932742919747106
1123,Charqueada,-22.50958,-47.775468
1124,Gameleira,-8.579803,-35.384572999999996
1125,Itapema,-27.094720000000002,-48.6137778
1126,Pedras de Fogo,-7.36044425,-35.0621940380952
1127,Andira,-23.049476100000003,-50.2310027
1128,Catalao,-18.1702546,-47.94470820000001
1129,Guarda Mor,-17.7698054,-47.0991762
1130,Gaviao,39.44956775,-7.9130525997889904
1131,Santa Filomena,-9.115720800000002,-45.920105299999996
1132,Aguas Lindas,-1.4106819,-48.3925318
1133,Itajuba,-22.4238234,-45.4524156
1134,Sao Mateus do Sul,-25.866823,-50.382796
1135,Gravatá,-8.1993049,-35.5631137
1136,Mafra,-26.1150943,-49.8035982
1137,Palmitos,-27.0711023,-53.1596594
1138,Guararema,-23.414125600000002,-46.036962700000004
1139,Sanharo,-8.3628776,-36.5573186
1140,Boqueirao,-7.487004,-36.130887
1141,Dom Eliseu,-4.19944255,-47.824503725676784
1143,Guapore,-28.847192800000002,-51.8907881
1144,Divisopolis,-15.721654500000001,-41.0032019
1145,Joao Neiva,-19.756346,-40.3848345
1146,Tiangua,-3.7307332000000004,-41.0004019
1147,Santana da Vargem,-21.249062,-45.50547279999999
1148,Apiuna,-27.0374658,-49.3885037
1149,Sao Sebastiao do Paraiso,-20.9124331,-46.9823296
1150,Guaxupe,-21.3087615,-46.7190609
1151,Santa Vitoria do Palmar,-33.5195569,-53.3692659
1152,Porto Real,-22.4198366,-44.2897974
1153,Astorga,42.455355499999996,-6.0529025
1154,Cernusco sul Naviglio,45.5245578,9.330925
1155,Santa Rita do Sapucai,-22.248696799999998,-45.70645070000001
1156,Bagé,-31.328714299999998,-54.107063399999994
1157,Sao Tomas de Aquino,-20.784444,-47.098055
1158,Ipojuca,-8.3980773,-35.0611068
1159,Sao Jose do Cedro,-26.4555904,-53.495478500000004
